id,code,province,district,township
l10n_pa_edi_location_12_7_3,12-7-3,COMARCA NGÄBE-BUGLÉ,KUSAPIN,CALOVEBORA O SANTA CATALINA
l10n_pa_edi_location_12_7_4,12-7-4,COMARCA NGÄBE-BUGLÉ,KUSAPIN,LOMA YUCA
l10n_pa_edi_location_12_7_5,12-7-5,COMARCA NGÄBE-BUGLÉ,KUSAPIN,RIO CHIRIQUI
l10n_pa_edi_location_12_7_6,12-7-6,COMARCA NGÄBE-BUGLÉ,KUSAPIN,TOBOBE
l10n_pa_edi_location_12_7_7,12-7-7,COMARCA NGÄBE-BUGLÉ,KUSAPIN,VALLE BONITO
l10n_pa_edi_location_13_1_1,13-1-1,PANAMA OESTE,ARRAIJAN,ARRAIJAN (CABECERA)
l10n_pa_edi_location_13_1_2,13-1-2,PANAMA OESTE,ARRAIJAN,BURUNGA
l10n_pa_edi_location_13_1_3,13-1-3,PANAMA OESTE,ARRAIJAN,CERRO SILVESTRE
l10n_pa_edi_location_13_1_4,13-1-4,PANAMA OESTE,ARRAIJAN,JUAN DEMOSTENES AROSEMENA
l10n_pa_edi_location_13_1_5,13-1-5,PANAMA OESTE,ARRAIJAN,NUEVO EMPERADOR
l10n_pa_edi_location_13_1_6,13-1-6,PANAMA OESTE,ARRAIJAN,SANTA CLARA
l10n_pa_edi_location_13_1_7,13-1-7,PANAMA OESTE,ARRAIJAN,VERACRUZ
l10n_pa_edi_location_13_1_8,13-1-8,PANAMA OESTE,ARRAIJAN,VISTA ALEGRE
l10n_pa_edi_location_13_2_1,13-2-1,PANAMA OESTE,CAPIRA,CAPIRA (CABECERA)
l10n_pa_edi_location_13_2_2,13-2-2,PANAMA OESTE,CAPIRA,CAIMITO
l10n_pa_edi_location_13_2_3,13-2-3,PANAMA OESTE,CAPIRA,CAMPANA
l10n_pa_edi_location_13_2_4,13-2-4,PANAMA OESTE,CAPIRA,CERMEÑO
l10n_pa_edi_location_13_2_5,13-2-5,PANAMA OESTE,CAPIRA,CIRI DE LOS SOTOS
l10n_pa_edi_location_13_2_6,13-2-6,PANAMA OESTE,CAPIRA,CIRI GRANDE
l10n_pa_edi_location_13_2_7,13-2-7,PANAMA OESTE,CAPIRA,EL CACAO
l10n_pa_edi_location_13_2_8,13-2-8,PANAMA OESTE,CAPIRA,LA TRINIDAD
l10n_pa_edi_location_13_2_9,13-2-9,PANAMA OESTE,CAPIRA,LAS OLLAS ARRIBA
l10n_pa_edi_location_13_2_10,13-2-10,PANAMA OESTE,CAPIRA,LIDICE
l10n_pa_edi_location_13_2_11,13-2-11,PANAMA OESTE,CAPIRA,VILLA CARMEN
l10n_pa_edi_location_13_2_12,13-2-12,PANAMA OESTE,CAPIRA,VILLA ROSARIO
l10n_pa_edi_location_13_2_13,13-2-13,PANAMA OESTE,CAPIRA,SANTA ROSA
l10n_pa_edi_location_13_3_1,13-3-1,PANAMA OESTE,CHAME,CHAME (CABECERA)
l10n_pa_edi_location_13_3_2,13-3-2,PANAMA OESTE,CHAME,BEJUCO
l10n_pa_edi_location_13_3_3,13-3-3,PANAMA OESTE,CHAME,BUENOS AIRES
l10n_pa_edi_location_13_3_4,13-3-4,PANAMA OESTE,CHAME,CABUYA
l10n_pa_edi_location_13_3_5,13-3-5,PANAMA OESTE,CHAME,CHICA
l10n_pa_edi_location_13_3_6,13-3-6,PANAMA OESTE,CHAME,EL LIBANO
l10n_pa_edi_location_13_3_7,13-3-7,PANAMA OESTE,CHAME,LAS LAJAS
l10n_pa_edi_location_13_3_8,13-3-8,PANAMA OESTE,CHAME,NUEVA GORGONA
l10n_pa_edi_location_13_3_9,13-3-9,PANAMA OESTE,CHAME,PUNTA CHAME
l10n_pa_edi_location_13_3_10,13-3-10,PANAMA OESTE,CHAME,SAJALICES
l10n_pa_edi_location_13_3_11,13-3-11,PANAMA OESTE,CHAME,SORA
l10n_pa_edi_location_13_4_1,13-4-1,PANAMA OESTE,LA CHORRERA,BARRIO BALBOA
l10n_pa_edi_location_13_4_2,13-4-2,PANAMA OESTE,LA CHORRERA,BARRIO COLON
l10n_pa_edi_location_13_4_3,13-4-3,PANAMA OESTE,LA CHORRERA,AMADOR
l10n_pa_edi_location_13_4_4,13-4-4,PANAMA OESTE,LA CHORRERA,AROSEMENA
l10n_pa_edi_location_13_4_5,13-4-5,PANAMA OESTE,LA CHORRERA,EL ARADO
l10n_pa_edi_location_13_4_6,13-4-6,PANAMA OESTE,LA CHORRERA,EL COCO
l10n_pa_edi_location_13_4_7,13-4-7,PANAMA OESTE,LA CHORRERA,FEUILLET
l10n_pa_edi_location_13_4_8,13-4-8,PANAMA OESTE,LA CHORRERA,GUADALUPE
l10n_pa_edi_location_13_4_9,13-4-9,PANAMA OESTE,LA CHORRERA,HERRERA
l10n_pa_edi_location_13_4_10,13-4-10,PANAMA OESTE,LA CHORRERA,HURTADO
l10n_pa_edi_location_13_4_11,13-4-11,PANAMA OESTE,LA CHORRERA,ITURRALDE
l10n_pa_edi_location_13_4_12,13-4-12,PANAMA OESTE,LA CHORRERA,LA REPRESA
l10n_pa_edi_location_13_4_13,13-4-13,PANAMA OESTE,LA CHORRERA,LOS DIAZ
l10n_pa_edi_location_13_4_14,13-4-14,PANAMA OESTE,LA CHORRERA,MENDOZA
l10n_pa_edi_location_13_4_15,13-4-15,PANAMA OESTE,LA CHORRERA,OBALDIA
l10n_pa_edi_location_13_4_16,13-4-16,PANAMA OESTE,LA CHORRERA,PLAYA LEONA
l10n_pa_edi_location_13_4_17,13-4-17,PANAMA OESTE,LA CHORRERA,PUERTO CAIMITO
l10n_pa_edi_location_13_4_18,13-4-18,PANAMA OESTE,LA CHORRERA,SANTA RITA
l10n_pa_edi_location_13_5_1,13-5-1,PANAMA OESTE,SAN CARLOS,SAN CARLOS (CABECERA)
l10n_pa_edi_location_13_5_2,13-5-2,PANAMA OESTE,SAN CARLOS,EL ESPINO
l10n_pa_edi_location_13_5_3,13-5-3,PANAMA OESTE,SAN CARLOS,EL HIGO
l10n_pa_edi_location_13_5_4,13-5-4,PANAMA OESTE,SAN CARLOS,GUAYABITO
l10n_pa_edi_location_13_5_5,13-5-5,PANAMA OESTE,SAN CARLOS,LA ERMITA
l10n_pa_edi_location_13_5_6,13-5-6,PANAMA OESTE,SAN CARLOS,LA LAGUNA
l10n_pa_edi_location_13_5_7,13-5-7,PANAMA OESTE,SAN CARLOS,LAS UVAS
l10n_pa_edi_location_13_5_8,13-5-8,PANAMA OESTE,SAN CARLOS,LOS LLANITOS
l10n_pa_edi_location_13_5_9,13-5-9,PANAMA OESTE,SAN CARLOS,SAN JOSE
